,Ref,Cosine_Similarity,Cosine_Smiles,Euclidean Distance,Euclidean Smiles,Generate_scores,Generate,Random Scores,Random Generate
1073,Cc1cccc(CN2C(=O)[C@H]3Cc4c([nH]c5ccccc45)C(C)(C)N3C2=O)c1,0.14,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C1=O,0.2,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.19,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)c1ccc(F)cc1,0.14,CCCNC(=O)CC1CC2(C)Oc3c(NS(=O)(=O)c4c(F)ccc(F)c4F)cccc3C2CO1
1074,Cc1cccc(c1)c2nnc(SCC(=O)O)n2CC=C,0.13,O=C(Cn1nnc2sc3CCCCc3c2c1=O)NCc4ccco4,0.1,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.14,CCCCCC(O)COc1cccc(O)c1,0.12,CCNC(=O)Nc1cccc2c1OC(CN(C)CC1CC1)C(=O)CN(C)C2=O
1076,Cc1cn(Cc2ccc(Cl)cc2Cl)c2c(C=CC(=O)NS(=O)(=O)c3cc(Cl)c(Cl)s3)cc(F)cc12,0.05,CCCCCCCC(=O)O[C@@H]1[C@@H](OC(=O)/C(=CC)/C)C(=C2[C@@H]3OC(=O)[C@@](C)(O)[C@@]3(O)[C@H](C[C@](C)(OC(=O)C)[C@@H]12)OC(=O)CCC)C,0.06,CC(C)(C)c1cc(C=C(C#N)[N+]#[C-])cc(c1O)C(C)(C)C,0.14,COC1CN(C)C(=O)c2cc(NC(=O)c3ccccc3F)ccc2OCC(C)N(Cc2cccc(F)c2)CC1C,0.12,CC(CO)N1C(C)CC(=NC(=O)Nc2ccc(Cl)cc2)Oc2cc(C#CC(C)(C)C)cnc2C1C
1079,Cc1cnc(cn1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,0.11,[O-][N+](=O)c1ccc(cc1)-c1ccc(C=NN2CC(=O)NC2=O)o1,0.11,[O-][N+](=O)c1ccc(cc1)-c1ccc(C=NN2CC(=O)NC2=O)o1,0.2,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)NC(C)C)OCCCCC(C)O3)cc1,0.04,CNCCCCCNC(=O)CCCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC
1080,Cc1csc(CNc2ncnc3ccc(cc23)c4ccoc4)c1,0.11,COc1ccc2[nH]c3C(=O)NCCc3c2c1,0.11,COc1ccc2[nH]c3C(=O)NCCc3c2c1,0.14,COc1ccc(NC(=O)NC2CCC(CCn3cc(-c4ccc(F)cc4)nn3)OC2CO)cc1,0.03,N=C(N)NCCCC(NC(=O)CCCCCC(=O)NCCCNC(=O)CNC(=O)CCCNC(=O)CCc1c(O)c(O)c(O)c(S(N)(=O)=O)c1O)C(=O)NCCCCN
1082,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,0.14,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(Cl)cc2)c1F,0.21,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)-c2cccc3[nH]ncc23)CC1,0.15,CCCc1cccc(C(=O)c2cccc(C(=O)Nc3cccc(C(=O)Nc4cccc(C(=O)NCCCN5CCCCC5)c4)c3)c2)c1,0.07,CNC(=O)C(CC(C)C)NC(=O)C(Cc1c(C(=O)NC(C)(C)C)cc(C(=O)NC(C)(C)C)c(O)c1O)NC(=O)C(CC(C)C)NC(=O)CCC(C)C
1083,Cc1nc2ccccn2c1C(O)(c1ccccc1)c1ccccc1,0.09,Fc1cccc(c1)C(=O)Nc2nc[nH]n2,0.26,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.17,COc1ccc(CC2CCn3cc(nn3)COCC(Cc3ccccc3)NC2=O)cc1,0.13,COC1CN(C)CC(=O)COc2cccc(NS(=O)(=O)c3ccccc3F)c2N(C)C(CC(=O)O)C1C
1084,Cc1ncsc1CCCl,0.07,CCOC(=O)c1cncn1C(C)c1ccccc1,0.04,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.05,CC(C)(C)C#Cc1ccc(C#CC(C)(C)C)c(O)c1,0.04,CC1CN(C(C)(C)C)S(=O)(=O)c2ccc(-c3ccccc3C(=O)N(C)C)cc2OC1CN(C)CC1CC1
1091,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(nc4c(C)cc(C)cc34)c5ccccn5)cc2)c1C,0.18,COc1cccc(c1)S(=O)(=O)Nc1ccc(cc1)C(O)(C(F)(F)F)C(F)(F)F,0.11,Oc1ccc(cc1)C=Cc1cc(O)cc(O)c1,0.22,CC(C)(C)c1ccc(O)c(C(=O)Nc2ccc(C(=O)O)cc2)c1,0.16,COc1cccc(C(=O)N(C)CC2OC(C)c3ccccc3-c3c(n(C)c4ccccc34)C(=O)N(C(C)CO)CC2C)c1
1094,Clc1cc(NC(=O)c2ccccn2)ccc1N1C(=O)CC2(CCCCC2)C1=O,0.14,CN(Cc1ccccc1)C(=O)C2CCCN(Cc3ccccc3C(F)(F)F)C2,0.09,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.24,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)c1ccccn1)C(C)CO2,0.02,CCCCCCCCCCCCCCCCCCCCCCC(=O)NC(C)C
1095,Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1,0.03,CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,0.14,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,0.11,CC1CCCCOC(CN(C)Cc2ccncc2)C(C)CN(C(C)CO)C(=O)c2cc(N(C)C)ccc2O1,0.0,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
1096,Clc1ccc(CSc2nnc(o2)c3ccncc3)c(Cl)c1,0.01,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0.11,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,0.17,CC(C)(C)S(=O)N1Cc2cc(C(=O)NCCN3CCCCC3)nc(-c3cccc(-c4ccncc4)c3)c2C1CCO,0.0,[O-][NH2+][O-]
1097,Clc1ccc(cc1)C(=O)C1CCN(CC1)c1ncnc2sccc12,0.43,C(N1CCN(CC1)c1ncnc2sccc12)c1ccccc1,0.12,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.16,COc1ccc(C#Cc2ccc(C3C(C#N)N(C(=O)C4CC4)C3CO)cc2)cc1,0.01,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NCCCCCCCCC
1101,Clc1ccc2nc(NC(=O)Cc3ccccc3)n3nc(nc3c2c1)-c1ccco1,0.18,COc1ccc2C=CC(C)(C)Oc2c1C(=O)C=Cc1ccccc1,0.1,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,0.21,CCCc1cccc(C(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCc4ccccc4)OC(CO)C2O3)c1,0.08,CN1CC=CC(CCNC(=O)C(Cc2ccccc2)NC(=O)CCNC(=O)C(CCCNC(=N)N)NC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC=O)C1
1102,Clc1cccc(N2CCN(CCCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)CC2)c1Cl,0.09,COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,0.09,COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,0.24,CCN(CC)CCCNC(=O)c1ccc(-c2ccccc2C(F)(F)F)cc1,0.13,CCC(=O)Nc1cc(C#N)cc2c1OC(CC(C)C)CN(Cc1cccc(F)c1)C(C)C(=O)C(=O)C(C)N(C)C2CO
1103,Clc1ccccc1CNCC2CCC(CNCc3ccccc3Cl)CC2,0.14,C[C@@H](CN(C)C)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(F)cc2)OCCCC[C@H](C)Oc2ccc(NC(=O)Nc3ccccc3)cc2C1=O,0.15,CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.16,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)CCC(F)(F)F,0.11,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2OC1CN(C)Cc1ccc(C(=O)O)cc1
1104,Clc1ccccc1NC(=O)COC(=O)CNC(=O)c2ccccc2Cl,0.15,CNC(C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NNc2ccccc2,0.2,O=c1n([se]c2ccccc12)-c1ccccc1,0.25,CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)NCCCN2CCOCC2)cc1,0.11,CCOC(=O)CCCN(C)CC1OCCCCC(C)Oc2ccc(NC(=O)CCCN(C)C)cc2C(=O)N(C(C)CO)CC1C
1106,Cn1cnc(c1)S(=O)(=O)N[C@@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@@H]1CO,0.19,C[C@H](NC(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2C(=O)Nc2cccc(Cl)c2)O1)c1ccccc1,0.1,COCC(=O)NCC=Cc1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,0.23,CN1CCN(C(=O)CC2CC3c4cc(NC(=O)c5ccc6c(c5)OCO6)ccc4OC3C(CO)O2)CC1,0.14,CCCCCC#Cc1ccccc1C1C(C#N)N(Cc2nccs2)C1CO
1107,Cn1cnc(c1)S(=O)(=O)N[C@@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,0.18,OC[C@@H]1O[C@@H](CC(=O)NCc2ccncn2)CC[C@@H]1NC(=O)c1ccc(F)cc1,0.09,COc1ccc(cc1OC1CCCC1)C1CNC(=O)C1,0.2,CCNC(=O)CC1CCC(NC(=O)c2ccccc2F)C(CO)O1,0.01,CCl
1108,Cn1cnc(c1)S(=O)(=O)N[C@@H]1C=C[C@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,0.2,C[C@H](NC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)Cc4ccncc4)cc23)[C@H](CO)O1)c5ccccc5,0.15,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,0.21,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCC3CC3)OC(CO)C1O2,0.16,CNC(=O)C12CN(C(=O)c3ccncc3)C(CO)C1CN1C2=C(Cl)C=CC1c1ccncc1
1109,Cn1cnc(c1)S(=O)(=O)N[C@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@@H]1CO,0.14,CN(C)C(=O)C[C@@H]1CC[C@H](NC(=O)C2CCOCC2)[C@H](CO)O1,0.18,CN(C)C(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4ccccc4)c3=O)[C@H]2N1CCC(F)(F)F,0.2,CC(C)(C)C(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCCc3ccccc3)OC(CO)C1O2,0.05,NC(=O)CCCCCCC(=O)O
1110,Cn1cnc(c1)S(=O)(=O)N[C@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,0.19,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O,0.08,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,0.17,CC(C(=O)N(C)CC1OCc2ccccc2-c2c(n(C)c3ccccc23)C(=O)N(C(C)CO)CC1C)c1ccccc1,0.19,CC(C)(C)CN1CCN(CCC(c2ccccc2)c2ccccc2)CC1
1111,Cn1cnc(c1)S(=O)(=O)N[C@H]1C=C[C@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@@H]1CO,0.3,COc1ccc(cc1)S(=O)(=O)N[C@@H]1CC[C@@H](CC(=O)N2CCC(Cc3ccccc3)CC2)O[C@H]1CO,0.3,COc1ccc(cc1)S(=O)(=O)N[C@@H]1CC[C@@H](CC(=O)N2CCC(Cc3ccccc3)CC2)O[C@H]1CO,0.21,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCCc3ccccc3)OC(CO)C1O2,0.09,CNCC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NCCCCNC(=N)N
1112,Cn1cnc(c1)S(=O)(=O)N[C@H]1C=C[C@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,0.28,OC[C@H]1O[C@H](CC(=O)N2CCOCC2)C=C[C@@H]1NC(=O)NC1CCCCC1,0.1,OC(c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)(C(F)(F)F)C(F)(F)F,0.34,CCNC(=O)CC1C=CC(NS(=O)(=O)c2ccc(F)cc2)C(CO)O1,0.1,O=C1CCCN(CCCNC(=O)c2c(O)cc(O)c(O)c2O)C1
1113,Cn1nnnc1Sc2ncnc3scc(c4ccc[nH]4)c23,0.61,Cn1nnnc1Sc2ncnc3scc(c4cccc(Br)c4)c23,0.61,Cn1nnnc1Sc2ncnc3scc(c4cccc(Br)c4)c23,0.1,COc1ccc(-c2cn(CCC3CCC(NC(=O)c4ccccc4F)C(CO)O3)nn2)cc1,0.0,C=O
1115,Cn1nnnc1Sc2ncnc3scc(c4ccccc4C(F)(F)F)c23,0.55,COc1ccc(cc1)c2csc3ncnc(Sc4nnnn4C)c23,0.06,CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl,0.16,CC(C)(C)S(=O)N1CC2N=NN(c3cccc(C(=O)Nc4ccc(C(=O)Nc5ccccc5C(F)(F)F)cc4)c3)C2C1CCO,0.07,COC1CC(C)N(C)C(CN2CCOCC2)C(C)OCC(=O)CN(C(=O)c2cccc(F)c2)C1
1116,FC(F)(F)c1ccc2Sc3ccccc3N(CCCN4CCN(CCCl)CC4)c2c1,0.04,CCC1NC(=O)C(C(O)C(C)CC=CC)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,0.15,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0.18,CC1CN(C(C)CO)C(=O)c2cccc(NC(=O)CCC(F)(F)F)c2OC1CN(C)Cc1cccc(C(F)(F)F)c1,0.13,CNCC1Oc2cc(C=Cc3ccccc3)ccc2S(=O)(=O)N(C(C)CO)CC1C
1118,Fc1cc(cc(F)c1F)C(=O)OCC#CCSc1nnc(o1)-c1cccc2ccccc12,0.15,CN(Cc1ccccc1)C(=O)C2CCCN(Cc3ccccc3C(F)(F)F)C2,0.1,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,0.17,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.06,COCOC(=O)CCCNC(=O)CCCNC(=O)CCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
1120,Fc1ccc(cc1)S(=O)(=O)C(=Cc1cccn1S(=O)(=O)c1cccc(c1)C#N)C#N,0.03,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@@H]1OC(=O)C(=O)C1O,0.16,OC(=O)c1cccc(c1)-c1noc(n1)-c1ccccc1F,0.2,CC(C)(C)c1ccc(C(=O)Nc2cc(-c3ccc(F)cc3)nc(=O)n2CC(=O)O)cc1,0.1,CCCNC(=O)CC1CC2c3cc(NC(=O)Cc4ccncc4)ccc3OC2C(CO)O1
1127,NC(=O)C1CCN(CC1)c1ncc(Br)s1,0.04,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,0.05,CCC1(C(=O)NCNC1=O)c1ccccc1,0.12,CC1CCn2cc(nn2)COCC(C(C)(C)C)NC1=O,0.05,COc1cc(CNC(=O)CC2OCCC3(CO)Oc4cc(NC(=O)Cc5ccncc5)ccc4C23)c(OC)c(OC)c1
1135,NCC(CS(O)(=O)=O)c1ccc(Cl)cc1,0.08,CN1CCN2C(C1)c1ccccc1Cc1cccnc21,0.1,CN(C)CCCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,0.12,CC(C)(C)S(=O)N1Cc2cc(C(=O)NCC3CC3)nc(-c3cccc(Cl)c3)c2C1CCO,0.01,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NCCCNCC
1136,NCCCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1,0.07,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c1nc(N)[nH]c2=O,0.08,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.16,CCN(CC)CCCNC(=O)CCc1ccc(CNc2ncnc3ccccc23)cc1,0.12,CCCNC(=O)C1CC2(CO)NC1CN1C2=CC(F)=CC1c1ccccc1F
1137,NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O,0.17,Cc1cccc(Nc2ccccc2C(O)=O)c1C,0.17,OC(=O)c1cc(ccc1O)N=Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,0.18,CC(C)(C)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)NCCCNCc2ccccc2Cl)cc1,0.12,CS(=O)(=O)N1CCN(CCCC(=O)Nc2ccccc2C(F)(F)F)CC1
1138,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,0.11,Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,0.11,Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,0.13,O=C(Nc1ccc(C(=O)Nc2ccccc2C(F)(F)F)cc1)c1cccc(C(F)(F)F)c1,0.1,COc1ccccc1C1(C(=O)NC(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)O)CCCC1
1139,N[C@@H](C(=O)N[C@H]1[C@H]2SCC(Cl)=C(N2C1=O)C(O)=O)c1ccccc1,0.07,CC(C)CCCCC(=O)N[C@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](CCN)C(=O)N[C@@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CNC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)C(C)C)[C@@H](C)O,0.14,Cc1nccn1CC1CCc2c(C1=O)c1ccccc1n2C,0.15,CCCCNC(=O)CC1CCC2C(COCC(O)CN2C(=O)c2ccccc2F)O1,0.12,CC(C)(C)S(=O)N1c2c(cc(C(=O)NCc3ccc4c(c3)OCO4)nc2-c2ccccc2-c2cccnc2)CC1CCO
1141,Nc1[nH]nc2nnc(cc12)-c1c(nn2ccccc12)-c1ccccc1,0.16,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,0.14,Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,0.16,Nc1ccc(C#CC=C2C(=O)Nc3ccccc32)cc1,0.07,CCCCCC(=O)NCCCCCC(=O)Nc1ccccc1[SH](=O)=O
1143,Nc1c2C(=O)c3ccccc3C(=O)c2c(Nc2cccc3ccccc23)cc1S(O)(=O)=O,0.09,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC[C@@H](NC[C@@H](N)CS)C(C)C)C(=O)O,0.12,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C1(C)C)c1ccc(C#N)c(c1)C(F)(F)F,0.18,COc1ccc(S(=O)(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCc4ccccc4)OC(CO)C2O3)cc1,0.11,COc1ccc(NC(=O)NC2CCC(CCn3cc(-c4ccc(F)cc4)nn3)OC2CO)cc1
1144,Nc1ccc(CCN2CCN(CC2)c3cccc(c3)C(F)(F)F)cc1,0.06,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1,0.3,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.19,CC(C)CC(=O)Nc1ccc2c(c1)OC(CN(C)Cc1ccc(C(F)(F)F)cc1)C(C)CN(C(C)CO)S2(=O)=O,0.1,CC(C)NC(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)(C)C
1145,Nc1ccc2C(=O)NC(=O)c3cccc1c32,0.08,COc1cc2CCN(C)[C@H]3Cc4ccc(Oc5c(O)c(OC)cc6CC[N+](C)(C)[C@H](Cc7ccc(O)c(Oc1cc23)c7)c56)cc4,0.1,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1,0.13,CC1CN(C(C)CO)C(=O)c2ccccc2-c2ccccc2COC1CN(C)Cc1cccc(C(F)(F)F)c1,0.1,COc1cccc(CNC(=O)CC2CC3c4cc(NC(=O)CN5CCOCC5)ccc4OC3C(CO)O2)c1
1149,Nc1nc2n(COCCO)cnc2c(=O)[nH]1,0.07,NCc1ccc(cc1)S(N)(=O)=O,0.11,CCC1(CCC(=O)NC1=O)c1ccc(N)cc1,0.09,COc1cccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)S(=O)(=O)c2cn(C)cn2)O3)c1,0.02,C=O
1150,Nc1nnc(c(N)n1)-c1cccc(Cl)c1Cl,0.1,CC(C)(N)Cc1ccccc1,0.1,CC(C)(N)Cc1ccccc1,0.08,COC1CN(C)C(=O)c2cc(NC(=O)NC(C)C)ccc2OCC(C)N(Cc2ccccc2F)CC1C,0.04,N=C(N)NCCCCNC(=O)C(CCCNC(=N)N)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCNC(=N)N)NC(=O)C(CN)CO
1151,Nn1c(nc2ccccc2c1=O)C(=O)NCc3cccnc3,0.12,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCCCC[C@H](C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C1=O,0.12,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCCCC[C@H](C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C1=O,0.19,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1cccnc1)OCCCCC(C)O2,0.1,CCCNC(=O)CC1CCC2C(COCCC(O)N2C(=O)c2ccc(F)cc2)O1
1153,O=C(N1CCC(CC1)N1CCCC1)c1ccc(Nc2nccc(n2)-c2cc3ccccc3s2)cc1,0.13,OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12,0.13,OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12,0.19,CC(C)(C)S(=O)N1Cc2cc(C(=O)NCCN3CCCCC3)nc(-c3cccc(-c4ccc(C#N)cc4)c3)c2C1CCO,0.03,CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNCCC(=O)Nc1ccccc1OCCNCN
1154,O=C(N1CCCNCC1)c2cccc3cnccc23,0.09,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O,0.12,OC(=O)c1cc(ccc1O)N=Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,0.16,CN1CCN(c2ccc(C(=O)Nc3ccc(C(=O)O)cc3)cc2)CC1,0.2,CNc1ccccc1C(=O)Nc1cccc(CN2CCCC2)c1
1156,O=C(Nc1cccc(c1)S(=O)(=O)N2CCOCC2)c3ccc(cc3)N4CCCC4=O,0.07,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,0.07,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,0.21,CC1CCCCOC(CN(C)C(=O)c2ccncc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1,0.15,COc1ccccc1NC(=O)Nc1ccc2c(c1)C1C(CO)COC(CO)C1O2
1157,O=C(OCC#CCSc1nnc(o1)-c1ccc2ccccc2c1)c1cccs1,0.15,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4c(NC(=O)c5ccncc5)cccc4C1=O,0.06,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.17,COc1ccc(CNc2ncnc3ccc(-c4ccccc4F)cc23)cc1OC,0.12,CC(CO)N1CC=Cc2ccccc2C(=O)OC(CN(C)Cc2cc(CCC(=O)O)c(C(=O)N(C)C)c(C(=O)O)c2Cc2ccccc2)C2(C)c3ccccc3N(C)C12
1158,O=C1C=CC(=O)c2c1ccc3c2ccc4ccccc43,0.04,CCCC[C@@H](C)/C=C(C)/C=C(C)/C(=O)NC1=C[C@@](O)(C=CC=CC=CC(=O)NC2C(=O)CCC2=O)[C@@H]3O[C@@H]3C1=O,0.04,CCCC[C@@H](C)/C=C(C)/C=C(C)/C(=O)NC1=C[C@@](O)(C=CC=CC=CC(=O)NC2C(=O)CCC2=O)[C@@H]3O[C@@H]3C1=O,0.19,CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)O)cc1,0.12,COC(CN(C)S(=O)(=O)c1ccc(F)cc1)C(C)CN(C(C)CO)S(=O)(=O)c1ccc(F)cc1
