Ref.,Morgan Scores (Cos.),Searched Mols (Cos.),Morgan Scores (Euc.),Searched Mols (Euc.),Morgan Scores (Ours),Generated Mols (Ours),Morgan Scores (Pre-trained hierVAE),Generated Mols (Pre-trained hierVAE)
Cc1nc2ccccn2c1C(O)(c1ccccc1)c1ccccc1,0.09,Fc1cccc(c1)C(=O)Nc2nc[nH]n2,0.26,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.15,CN(C)C(=O)c1ccc(-c2cccnc2)cc1,0.13,COC1CN(C)CC(=O)COc2cccc(NS(=O)(=O)c3ccccc3F)c2N(C)C(CC(=O)O)C1C
Cc1ncsc1CCCl,0.07,CCOC(=O)c1cncn1C(C)c1ccccc1,0.04,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.05,CC(C)(C)C(NC(=O)CC1CC2c3cc(NC(=O)c4cccnc4)ccc3OC2C(CO)O1)C(=O)O,0.04,CC1CN(C(C)(C)C)S(=O)(=O)c2ccc(-c3ccccc3C(=O)N(C)C)cc2OC1CN(C)CC1CC1
Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(nc4c(C)cc(C)cc34)c5ccccn5)cc2)c1C,0.18,COc1cccc(c1)S(=O)(=O)Nc1ccc(cc1)C(O)(C(F)(F)F)C(F)(F)F,0.11,Oc1ccc(cc1)C=Cc1cc(O)cc(O)c1,0.17,CCCNC(=O)CC1CC2c3cc(NS(=O)(=O)c4cccc(F)c4)ccc3OC2C(CO)O1,0.16,COc1cccc(C(=O)N(C)CC2OC(C)c3ccccc3-c3c(n(C)c4ccccc34)C(=O)N(C(C)CO)CC2C)c1
Clc1cc(NC(=O)c2ccccn2)ccc1N1C(=O)CC2(CCCCC2)C1=O,0.14,CN(Cc1ccccc1)C(=O)C2CCCN(Cc3ccccc3C(F)(F)F)C2,0.09,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.18,COC1CN(C)C(=O)c2cc(NC(=O)NC(C)C)ccc2OCC(C)N(Cc2ccccc2F)CC1C,0.02,CCCCCCCCCCCCCCCCCCCCCCC(=O)NC(C)C
Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1,0.03,CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,0.14,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,0.1,CN(C)CCCNC(=O)CCc1ccc(NC(=O)C=Cc2ccc(O)c(O)c2)cc1,0,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
Clc1ccc(CSc2nnc(o2)c3ccncc3)c(Cl)c1,0.01,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0.11,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,0.2,CC(=O)Nc1ccc(Br)cc1C(=O)OCC(=O)Nc1ccc(Cl)cc1Cl,0,[O-][NH2+][O-]
Clc1ccc(cc1)C(=O)C1CCN(CC1)c1ncnc2sccc12,0.43,C(N1CCN(CC1)c1ncnc2sccc12)c1ccccc1,0.12,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.18,CC(NC(=O)c1ccnc(-c2ccc(C#N)cc2)c1)C(=O)NC1CCCCC1,0.01,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NCCCCCCCCC
Clc1ccc2nc(NC(=O)Cc3ccccc3)n3nc(nc3c2c1)-c1ccco1,0.18,COc1ccc2C=CC(C)(C)Oc2c1C(=O)C=Cc1ccccc1,0.1,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,0.17,COc1ccc(NC(=O)NC2CCC(CCn3cc(-c4ccccc4F)nn3)OC2CO)cc1,0.08,CN1CC=CC(CCNC(=O)C(Cc2ccccc2)NC(=O)CCNC(=O)C(CCCNC(=N)N)NC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC=O)C1
Clc1cccc(N2CCN(CCCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)CC2)c1Cl,0.09,COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,0.09,COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,0.2,COc1ccc(CN(C)CC2OCc3ccccc3-c3ccccc3C(=O)N(C(C)CO)CC2C)cc1,0.13,CCC(=O)Nc1cc(C#N)cc2c1OC(CC(C)C)CN(Cc1cccc(F)c1)C(C)C(=O)C(=O)C(C)N(C)C2CO
Clc1ccccc1CNCC2CCC(CNCc3ccccc3Cl)CC2,0.14,C[C@@H](CN(C)C)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(F)cc2)OCCCC[C@H](C)Oc2ccc(NC(=O)Nc3ccccc3)cc2C1=O,0.15,CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.18,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCC3CCCCC3)OC(CO)C1O2,0.11,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2OC1CN(C)Cc1ccc(C(=O)O)cc1
Clc1ccccc1NC(=O)COC(=O)CNC(=O)c2ccccc2Cl,0.15,CNC(C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NNc2ccccc2,0.2,O=c1n([se]c2ccccc12)-c1ccccc1,0.18,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)C(=O)N(C)C1CCC(CC(=O)NCc3ccccc3F)OC1CO2,0.11,CCOC(=O)CCCN(C)CC1OCCCCC(C)Oc2ccc(NC(=O)CCCN(C)C)cc2C(=O)N(C(C)CO)CC1C
Cn1cnc(c1)S(=O)(=O)N[C@@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@@H]1CO,0.19,C[C@H](NC(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2C(=O)Nc2cccc(Cl)c2)O1)c1ccccc1,0.1,COCC(=O)NCC=Cc1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,0.24,CN(C)C(=O)CC1C=CC(NC(=O)c2ccc3c(c2)OCO3)C(CO)O1,0.14,CCCCCC#Cc1ccccc1C1C(C#N)N(Cc2nccs2)C1CO
Cn1cnc(c1)S(=O)(=O)N[C@@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,0.18,OC[C@@H]1O[C@@H](CC(=O)NCc2ccncn2)CC[C@@H]1NC(=O)c1ccc(F)cc1,0.09,COc1ccc(cc1OC1CCCC1)C1CNC(=O)C1,0.25,CCNC(=O)CC1C=CC(NC(=O)c2ccc(F)cc2)C(CO)O1,0.01,CCl
Cn1cnc(c1)S(=O)(=O)N[C@@H]1C=C[C@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,0.2,C[C@H](NC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)Cc4ccncc4)cc23)[C@H](CO)O1)c5ccccc5,0.15,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,0.29,COc1ccccc1CNC(=O)CC1CC2c3cc(NS(=O)(=O)c4cn(C)cn4)ccc3OC2C(CO)O1,0.16,CNC(=O)C12CN(C(=O)c3ccncc3)C(CO)C1CN1C2=C(Cl)C=CC1c1ccncc1
Cn1cnc(c1)S(=O)(=O)N[C@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@@H]1CO,0.14,CN(C)C(=O)C[C@@H]1CC[C@H](NC(=O)C2CCOCC2)[C@H](CO)O1,0.18,CN(C)C(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4ccccc4)c3=O)[C@H]2N1CCC(F)(F)F,0.23,CC(NC(=O)CC1CCC(NC(=O)c2cccc(F)c2)C(CO)O1)c1ccccc1,0.05,NC(=O)CCCCCCC(=O)O
Cn1cnc(c1)S(=O)(=O)N[C@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,0.19,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O,0.08,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,0.21,CCCNC(=O)NC1CCC(CCn2cc(-c3cccc(-c4ccccc4)c3)nn2)OC1CO,0.19,CC(C)(C)CN1CCN(CCC(c2ccccc2)c2ccccc2)CC1
Cn1cnc(c1)S(=O)(=O)N[C@H]1C=C[C@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@@H]1CO,0.3,COc1ccc(cc1)S(=O)(=O)N[C@@H]1CC[C@@H](CC(=O)N2CCC(Cc3ccccc3)CC2)O[C@H]1CO,0.3,COc1ccc(cc1)S(=O)(=O)N[C@@H]1CC[C@@H](CC(=O)N2CCC(Cc3ccccc3)CC2)O[C@H]1CO,0.25,CCCNC(=O)CC1C=CC(NC(=O)Cc2cccnc2)C(CO)O1,0.09,CNCC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NCCCCNC(=N)N
Cn1cnc(c1)S(=O)(=O)N[C@H]1C=C[C@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,0.28,OC[C@H]1O[C@H](CC(=O)N2CCOCC2)C=C[C@@H]1NC(=O)NC1CCCCC1,0.1,OC(c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)(C(F)(F)F)C(F)(F)F,0.2,COc1ccc(S(=O)(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCN4CCCCC4)OC(CO)C2O3)cc1,0.1,O=C1CCCN(CCCNC(=O)c2c(O)cc(O)c(O)c2O)C1
Cn1nnnc1Sc2ncnc3scc(c4ccc[nH]4)c23,0.61,Cn1nnnc1Sc2ncnc3scc(c4cccc(Br)c4)c23,0.61,Cn1nnnc1Sc2ncnc3scc(c4cccc(Br)c4)c23,0.09,COc1ccc(NC(=O)NC2CCC(CCn3cc(-c4ccc(F)cc4)nn3)OC2CO)cc1,0,C=O
Cn1nnnc1Sc2ncnc3scc(c4ccccc4C(F)(F)F)c23,0.55,COc1ccc(cc1)c2csc3ncnc(Sc4nnnn4C)c23,0.06,CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl,0.13,CC1CN(C(C)CO)C(=O)c2ccccc2-c2ccccc2COC1CN(C)S(=O)C(C)(C)C,0.07,COC1CC(C)N(C)C(CN2CCOCC2)C(C)OCC(=O)CN(C(=O)c2cccc(F)c2)C1
FC(F)(F)c1ccc2Sc3ccccc3N(CCCN4CCN(CCCl)CC4)c2c1,0.04,CCC1NC(=O)C(C(O)C(C)CC=CC)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,0.15,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0.17,CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)C(=O)c1ccc(C(F)(F)F)cc1,0.13,CNCC1Oc2cc(C=Cc3ccccc3)ccc2S(=O)(=O)N(C(C)CO)CC1C
Fc1cc(cc(F)c1F)C(=O)OCC#CCSc1nnc(o1)-c1cccc2ccccc12,0.15,CN(Cc1ccccc1)C(=O)C2CCCN(Cc3ccccc3C(F)(F)F)C2,0.1,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,0.18,CC1CN(C(C)CO)C(=O)c2cc(-c3cccc(C#N)c3)cnc2OC1CN(C)C(=O)c1cccc(F)c1,0.06,COCOC(=O)CCCNC(=O)CCCNC(=O)CCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
Fc1ccc(cc1)S(=O)(=O)C(=Cc1cccn1S(=O)(=O)c1cccc(c1)C#N)C#N,0.03,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@@H]1OC(=O)C(=O)C1O,0.16,OC(=O)c1cccc(c1)-c1noc(n1)-c1ccccc1F,0.18,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3ccc(C#N)cc3)ccc2O1,0.1,CCCNC(=O)CC1CC2c3cc(NC(=O)Cc4ccncc4)ccc3OC2C(CO)O1
NC(=O)C1CCN(CC1)c1ncc(Br)s1,0.04,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,0.05,CCC1(C(=O)NCNC1=O)c1ccccc1,0.1,CCCCCC(=O)Nc1ccc2c(c1)OCC(C)N(C(=O)C1CC1)CC(C)C(OC)CN(C)C2=O,0.05,COc1cc(CNC(=O)CC2OCCC3(CO)Oc4cc(NC(=O)Cc5ccncc5)ccc4C23)c(OC)c(OC)c1
NCC(CS(O)(=O)=O)c1ccc(Cl)cc1,0.08,CN1CCN2C(C1)c1ccccc1Cc1cccnc21,0.1,CN(C)CCCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,0.13,CC(C)(C)c1ccc(S(=O)(=O)NC2C=CC(CC(=O)NCc3ccccc3F)OC2CO)cc1,0.01,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NCCCNCC
NCCCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1,0.07,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c1nc(N)[nH]c2=O,0.08,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.15,CCCNc1ncnc2ccc(-c3ccccc3F)cc12,0.12,CCCNC(=O)C1CC2(CO)NC1CN1C2=CC(F)=CC1c1ccccc1F
NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O,0.17,Cc1cccc(Nc2ccccc2C(O)=O)c1C,0.17,OC(=O)c1cc(ccc1O)N=Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,0.17,CCNCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccc(C(O)c2ccccc2)cc1,0.12,CS(=O)(=O)N1CCN(CCCC(=O)Nc2ccccc2C(F)(F)F)CC1
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,0.11,Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,0.11,Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,0.12,CC(C)(C)c1ccc(C(=O)NC2CCC(C(=O)Nc3ccc(S(N)(=O)=O)cc3)CC2)cc1,0.1,COc1ccccc1C1(C(=O)NC(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)O)CCCC1
N[C@@H](C(=O)N[C@H]1[C@H]2SCC(Cl)=C(N2C1=O)C(O)=O)c1ccccc1,0.07,CC(C)CCCCC(=O)N[C@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](CCN)C(=O)N[C@@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CNC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)C(C)C)[C@@H](C)O,0.14,Cc1nccn1CC1CCc2c(C1=O)c1ccccc1n2C,0.14,CC(C)(C)c1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(C(=O)O)cc3)cc2)cc1,0.12,CC(C)(C)S(=O)N1c2c(cc(C(=O)NCc3ccc4c(c3)OCO4)nc2-c2ccccc2-c2cccnc2)CC1CCO
Nc1[nH]nc2nnc(cc12)-c1c(nn2ccccc12)-c1ccccc1,0.16,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,0.14,Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,0.17,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)c1ccncc1,0.07,CCCCCC(=O)NCCCCCC(=O)Nc1ccccc1[SH](=O)=O
Nc1c2C(=O)c3ccccc3C(=O)c2c(Nc2cccc3ccccc23)cc1S(O)(=O)=O,0.09,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC[C@@H](NC[C@@H](N)CS)C(C)C)C(=O)O,0.12,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C1(C)C)c1ccc(C#N)c(c1)C(F)(F)F,0.21,CC1CN(C(C)CO)C(=O)c2c(n(C)c3ccccc23)-c2ccccc2COC1CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1,0.11,COc1ccc(NC(=O)NC2CCC(CCn3cc(-c4ccc(F)cc4)nn3)OC2CO)cc1
Nc1ccc(CCN2CCN(CC2)c3cccc(c3)C(F)(F)F)cc1,0.06,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1,0.3,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.2,CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.1,CC(C)NC(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)(C)C
Nc1ccc2C(=O)NC(=O)c3cccc1c32,0.08,COc1cc2CCN(C)[C@H]3Cc4ccc(Oc5c(O)c(OC)cc6CC[N+](C)(C)[C@H](Cc7ccc(O)c(Oc1cc23)c7)c56)cc4,0.1,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1,0.13,CC(C)NC(=O)Nc1cccc2c1OC(CN(C)Cc1ccc(C(F)(F)F)cc1)C(C)CN(C(C)CO)C2=O,0.1,COc1cccc(CNC(=O)CC2CC3c4cc(NC(=O)CN5CCOCC5)ccc4OC3C(CO)O2)c1
Nc1nc2n(COCCO)cnc2c(=O)[nH]1,0.07,NCc1ccc(cc1)S(N)(=O)=O,0.11,CCC1(CCC(=O)NC1=O)c1ccc(N)cc1,0.09,COc1ccc(NC(=O)N(C)CC2OCc3cn(nn3)CCCC(=O)N(C(C)CO)CC2C)cc1,0.02,C=O
Nc1nnc(c(N)n1)-c1cccc(Cl)c1Cl,0.1,CC(C)(N)Cc1ccccc1,0.1,CC(C)(N)Cc1ccccc1,0.08,CC1CN(C(C)CO)S(=O)(=O)c2ccc(-c3ccccc3C#N)cc2OC1CNCCCN(C)C,0.04,N=C(N)NCCCCNC(=O)C(CCCNC(=N)N)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCNC(=N)N)NC(=O)C(CN)CO
Nn1c(nc2ccccc2c1=O)C(=O)NCc3cccnc3,0.12,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCCCC[C@H](C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C1=O,0.12,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCCCC[C@H](C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C1=O,0.26,CC(C)(C)c1cccc(C(=O)c2ccccc2C(=O)NC2CCC(CC(=O)NCc3cccnc3)OC2CO)c1,0.1,CCCNC(=O)CC1CCC2C(COCCC(O)N2C(=O)c2ccc(F)cc2)O1
O=C(N1CCC(CC1)N1CCCC1)c1ccc(Nc2nccc(n2)-c2cc3ccccc3s2)cc1,0.13,OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12,0.13,OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12,0.19,O=C(Nc1ccccc1C(F)(F)F)c1cccc(C(=O)NC2CCCCC2)c1,0.03,CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNCCC(=O)Nc1ccccc1OCCNCN
O=C(N1CCCNCC1)c2cccc3cnccc23,0.09,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)c4cccs4)cccc3C1=O,0.12,OC(=O)c1cc(ccc1O)N=Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,0.14,CC(C)NC(=O)Nc1ccc2c(c1)C1CC(CC(=O)N3CCCCC3)OC(CO)C1O2,0.2,CNc1ccccc1C(=O)Nc1cccc(CN2CCCC2)c1
O=C(Nc1cccc(c1)S(=O)(=O)N2CCOCC2)c3ccc(cc3)N4CCCC4=O,0.07,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,0.07,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,0.25,O=C(NCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(Cl)cc1,0.15,COc1ccccc1NC(=O)Nc1ccc2c(c1)C1C(CO)COC(CO)C1O2
O=C(OCC#CCSc1nnc(o1)-c1ccc2ccccc2c1)c1cccs1,0.15,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4c(NC(=O)c5ccncc5)cccc4C1=O,0.06,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.18,Cc1ccsc1C(=O)Nc1ccccc1S(=O)(=O)NC(=O)c1ccccc1Cl,0.12,CC(CO)N1CC=Cc2ccccc2C(=O)OC(CN(C)Cc2cc(CCC(=O)O)c(C(=O)N(C)C)c(C(=O)O)c2Cc2ccccc2)C2(C)c3ccccc3N(C)C12
O=C1C=CC(=O)c2c1ccc3c2ccc4ccccc43,0.04,CCCC[C@@H](C)/C=C(C)/C=C(C)/C(=O)NC1=C[C@@](O)(C=CC=CC=CC(=O)NC2C(=O)CCC2=O)[C@@H]3O[C@@H]3C1=O,0.04,CCCC[C@@H](C)/C=C(C)/C=C(C)/C(=O)NC1=C[C@@](O)(C=CC=CC=CC(=O)NC2C(=O)CCC2=O)[C@@H]3O[C@@H]3C1=O,0.15,Clc1ccc(Cl)c(Nc2ncnc3cc(Cl)ccc23)c1,0.12,COC(CN(C)S(=O)(=O)c1ccc(F)cc1)C(C)CN(C(C)CO)S(=O)(=O)c1ccc(F)cc1
O=C1CC(CC2=C1C1(CCCC1)NC(Nc1nc3ccccc3o1)=N2)c1ccccc1,0.14,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,0.16,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,0.17,Cc1ccc(CC(c2ccccc2)c2ccccc2)cc1,0.08,C[NH2+]CCCNC(=O)CC1OC(NC(=O)CCN2CCOCC2)CC=C1C(=O)NCc1c(F)ccc(F)c1F
O=C1CCCc2cnnn2COC[C@H](Cc2ccccc2)N1,0.1,CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@H](OC)[C@@H](C)C(=O)N(C)C[C@H]1O2)C#N,0.12,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)C)OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccncc3)cc2C1=O,0.2,CC1CN(C(C)CO)C(=O)CCCn2nncc2COC1CN(C)C(=O)Nc1ccc(F)cc1,0.13,CC(CO)N1CC2=C(CCCC2O)CC2(C)CCN(C)C2OC(=O)C2(C)CCN(S(=O)(=O)c3ccccc3F)C12
O=c1n(sc2ccc(cc12)C#N)-c1ccccc1,0.15,COc1ccc2Nc3cc(Cl)ccc3Sc2c1,0.2,CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,0.14,Cc1ccccc1-c1ccc2c(c1)OC(CN(C)C(=O)c1ccc(F)cc1)C(C)CN(C(C)CO)S2(=O)=O,0.06,CC1COc2ccc(NC(=O)CCC(F)(F)F)cc2CCCOC(CN(C)C(=O)CCC(F)(F)F)C(C)CN(C(C)CO)C1=O
OC(=O)CCC(=O)Nc1ccc(Br)c2cccnc12,0.13,COc1cc2ncnc(Nc3cc(Br)c(O)c(Br)c3)c2cc1OC,0.12,O=C(Cc1ccc2OCOc2c1)N1CCC(CC1)n1nc(oc1=O)-c1ccccc1,0.17,CCN(CC)c1ccc(C(=O)c2ccc(C(=O)Nc3ccc(C(=O)NCCC(=O)O)cc3)cc2)cc1,0.11,COc1cccc(S(=O)(=O)N(C)CC2OCCCCC(C)Oc3ccc(NC(=O)NC(C)C)cc3C(=O)N(C(C)CO)CC2C)c1
OC(=O)C[C@H](NC(=O)CP(O)(O)=O)C(O)=O,0.18,Nc1nc2[nH]cc(CCc3ccc(cc3)C(=O)N[C@H](CCC(O)=O)C(O)=O)c2c(=O)[nH]1,0.05,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.09,CC(NC(=O)CC1CCC(NS(=O)(=O)c2ccccc2F)C(CO)O1)c1ccccc1,0,CCl
OC(=O)c1c[nH]c2c(Cl)c(Cl)ccc2c1=O,0.09,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,0.11,Cc1cn([C@@H]2O[C@H](CO)C=C2)c(=O)[nH]c1=O,0.11,Cc1ccc(S(=O)(=O)NC2CC(C#N)N(C(=O)c3ccccc3F)C2)cc1,0.08,Cc1cc(N)c(CN(C)CC2OCC(C)CN(C(C)CO)Cc3c(cccc3N(C)C)OCC(=O)C(=O)C2C)c(C)c1C(F)(F)F
OC(=O)c1ccccc1OCc2ccccc2Br,0.06,COc1c(F)cc2[nH]c3C(=O)NCCc3c2c1F,0.15,CN(C)C(=O)Cc1c(nc2ccc(C)cn12)-c1ccc(C)cc1,0.21,CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(C(=O)O)cc2)cc1,0.08,Cc1c(C)c(C(=O)NCCO)c(C)c(O)c1CO
OC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.05,CC(O)Cn1c(C)ncc1[N+]([O-])=O,0.06,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.14,COc1ccc2c(c1)c1c(n2C)C(CO)N(C(=O)NC(C)C)CC12CN(Cc1ccc(F)cc1)C2,0.02,CCNC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC=O
